Frame #,# Obj,X,Y,Z,Doppler,Intensity
1033,9,0,2.2432,-0.23145,0.356,7
1033,9,0,2.2686,-0.27148,0.356,8
1033,9,0.072266,2.3008,-0.2373,0.356,7
1033,9,0,2.123,-0.43359,1.78,6
1033,9,0,2.1699,-0.34082,1.78,6
1033,9,0,2.0986,-0.54199,2.136,6
1033,9,0,2.1582,-0.41113,2.136,7
1033,9,0,2.1953,-0.36816,2.136,5
1033,9,0,2.1729,-0.32422,2.492,6
1034,6,0.13867,2.1484,-0.56543,0.356,6
1034,6,0.070313,2.2256,-0.35742,0.356,8
1034,6,0.071289,2.2314,-0.48633,0.356,9
1034,6,0.14453,2.2725,-0.41113,0.356,9
1034,6,0,2.1543,-0.66602,-0.356,5
1034,6,0.21387,2.2109,-0.53613,-0.356,5
1039,3,0,2.0273,-0.30273,-1.068,4
1039,3,0,2.043,-0.38965,-1.068,6
1039,3,0,2.0645,-0.43164,-1.068,6
1043,4,0,1.748,-0.17969,0,4
1043,4,0.054688,1.7363,-0.26758,0.356,7
1043,4,0,1.7695,-0.24414,0.356,6
1043,4,0,1.7959,-0.26758,0.356,5
1051,2,0,2.3018,0.2373,-0.356,5
1051,2,0,2.3428,-0.061523,-0.356,5
1052,2,0,1.7627,-1.498,0.356,7
1052,2,0,1.9297,-1.3291,0.356,7
1059,3,0.31152,1.959,-0.17676,-1.78,8
1059,3,0.25293,1.9951,-0.19824,-1.78,9
1059,3,0.19238,2.0254,-0.25684,-1.78,7
1060,10,0.11133,1.7813,-0.083984,-2.848,6
1060,10,0.22656,1.7998,-0.072266,-2.848,10
1060,10,0.23047,1.8311,0,-2.848,11
1060,10,0.17578,1.8662,-0.042969,-2.848,8
1060,10,0.22363,1.7705,-0.095703,-2.492,9
1060,10,0.22656,1.8008,-0.057617,-2.492,14
1060,10,0.23047,1.8311,0.012695,-2.492,15
1060,10,0.23438,1.8584,-0.067383,-2.492,11
1060,10,0.11328,1.8105,-0.073242,-2.136,6
1060,10,0.28809,1.8213,0.070313,-2.136,7
1063,8,0.21973,1.7246,-0.25977,0.356,7
1063,8,0.2793,1.7451,-0.2627,0.356,11
1063,8,0.28418,1.7783,-0.23438,0.356,11
1063,8,0.28809,1.8018,-0.27246,0.356,8
1063,8,0.27441,1.7275,-0.16797,0.71201,8
1063,8,0.2793,1.7559,-0.17578,0.71201,12
1063,8,0.28418,1.7813,-0.20801,0.71201,12
1063,8,0.17285,1.8047,-0.34473,0.71201,8
1070,12,0.16992,1.8066,0.072266,-1.78,6
1070,12,0.17285,1.8369,-0.024414,-1.78,8
1070,12,0.17578,1.8643,-0.088867,-1.78,8
1070,12,0.17871,1.8916,-0.11914,-1.78,5
1070,12,0.16992,1.7988,-0.18555,-1.424,8
1070,12,0.23047,1.8242,-0.1543,-1.424,11
1070,12,0.23438,1.8506,-0.18164,-1.424,10
1070,12,0.23828,1.8789,-0.19531,-1.424,6
1070,12,0.28418,1.792,-0.072266,-1.068,9
1070,12,0.23047,1.8281,-0.10254,-1.068,12
1070,12,0.23438,1.8555,-0.12402,-1.068,11
1070,12,0.23828,1.8887,0.048828,-1.068,7
1074,4,0.17871,1.8838,-0.20508,1.424,5
1074,4,0.17578,1.8652,-0.073242,1.78,8
1074,4,0.11914,1.8965,-0.11816,1.78,8
1074,4,0.12109,1.9287,0.043945,1.78,6
1082,2,0.14453,2.1641,-0.80664,0.356,6
1082,2,0.14648,2.1484,-0.92285,0.356,6
1101,8,0.06543,2.0127,-0.52051,0.71201,8
1101,8,0,2.0273,-0.5791,0.71201,10
1101,8,0,2.0947,-0.42969,0.71201,9
1101,8,0,2.127,-0.41504,0.71201,5
1101,8,0,2.0088,-0.53906,1.068,9
1101,8,0.06543,2.0537,-0.47656,1.068,13
1101,8,0,2.0947,-0.42871,1.068,11
1101,8,0,2.1475,-0.29199,1.068,7
35,2,0,2.3066,-0.18066,0.356,6
35,2,-0.14648,2.3203,-0.29297,0.356,7
38,3,0,2.2529,-0.097656,0.356,6
38,3,0.14258,2.2783,0.076172,0.356,8
38,3,0.072266,2.3125,-0.00097656,0.356,8
39,2,0,2.3066,-0.18066,0.356,6
39,2,0.14648,2.3379,-0.052734,0.356,6
47,5,0,2.1553,-0.55664,0,3
47,5,0,2.1602,-0.39648,-0.356,4
47,5,0,2.1895,-0.40137,-0.356,7
47,5,0,2.2305,-0.33301,-0.356,7
47,5,-0.071289,2.2656,-0.28613,-0.356,5
88,10,0,2.1211,-0.44434,0.356,5
88,10,0,2.1797,-0.27344,0.356,7
88,10,0,2.1924,-0.38281,0.356,7
88,10,0,2.1289,-0.40527,0.71201,8
88,10,0,2.1709,-0.33691,0.71201,12
88,10,-0.069336,2.1943,-0.36719,0.71201,12
88,10,0,2.2354,-0.2959,0.71201,8
88,10,0,2.1641,-0.37793,1.068,5
88,10,-0.069336,2.1973,-0.34863,1.068,6
88,10,-0.89258,0.81445,1.834,1.068,3
